country,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,sweetness,cupper_points,total_score,altitude_m,color,harvest_year
Brazil,Bourbon,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,7.83,81.83,1250.0,Bluish-Green,2012
Guatemala,Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,7.5,81.83,1310.64,Green,2013
Mexico,Bourbon,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,7.25,81.83,1500.0,Green,2012
Mexico,Typica,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,7.42,81.83,1250.0,Green,2012
Brazil,Mundo Novo,,7.33,7.67,7.25,7.5,7.5,7.25,10.0,7.33,81.83,925.0,,2011
Colombia,,,7.58,7.5,7.17,7.58,7.33,7.33,10.0,7.33,81.83,1700.0,,1t/2011
United States (Hawaii),,,7.25,7.58,7.83,7.67,7.75,7.75,10.0,7.33,81.83,,,
Guatemala,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,7.33,81.75,1700.0,Green,2017
Vietnam,Caturra,Washed / Wet,7.0,7.08,7.33,7.5,7.5,7.33,10.0,8.0,81.75,1040.0,Bluish-Green,2014
"Tanzania, United Republic Of",Other,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,7.42,81.75,1600.0,Bluish-Green,2014
Brazil,,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10.0,7.25,81.75,,Bluish-Green,2013
Mexico,Bourbon,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10.0,7.5,81.75,774.0,,2012
Mexico,Mundo Novo,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10.0,7.25,81.75,1250.0,Green,2012
Mexico,Typica,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,7.25,81.75,1100.0,Green,2012
Mexico,Caturra,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,7.33,81.75,1550.0,Green,2012
Mexico,Typica,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10.0,7.33,81.75,1650.0,,2012
Colombia,Caturra,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,7.17,81.75,1750.0,Green,2011
Colombia,,,7.42,7.58,6.92,7.08,7.25,8.0,10.0,7.5,81.75,1775.0,,Mayo a Julio
Brazil,Bourbon,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10.0,7.25,81.67,890.0,Green,2017 / 2018
Guatemala,Bourbon,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,7.58,81.67,1700.0,Green,2017
Guatemala,Bourbon,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,7.33,81.67,1219.2,Green,2017
Honduras,Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,7.25,81.67,1450.0,Blue-Green,2016
"Tanzania, United Republic Of",,,7.17,7.33,7.33,7.42,7.5,7.33,10.0,7.58,81.67,1800.0,Green,2016
Nicaragua,,,7.58,7.5,7.25,7.25,7.5,7.25,10.0,7.33,81.67,,Green,
Colombia,,,7.75,7.75,7.75,7.67,5.25,7.83,10.0,7.67,81.67,,,2016
Brazil,Yellow Bourbon,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10.0,7.25,81.67,1.0,Green,2015/2016
"Tanzania, United Republic Of",Other,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,7.33,81.67,1500.0,Green,2014
"Tanzania, United Republic Of",Other,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,7.5,81.67,1700.0,Green,2013
Brazil,Bourbon,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10.0,7.33,81.67,1260.0,Green,2014/2015
Indonesia,Sumatra,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10.0,7.58,81.67,,Bluish-Green,2013
Honduras,Caturra,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10.0,7.5,81.67,1400.0,Green,2014
Costa Rica,Caturra,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,8.08,81.67,1850.0,Green,2013
Mexico,,Washed / Wet,7.42,7.42,7.67,8.0,7.58,7.5,10.0,7.42,81.67,,Green,2014
Taiwan,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10.0,7.25,81.67,150.0,Green,2013/2014
Taiwan,Typica,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10.0,7.25,81.67,750.0,Green,2013/2014
Mexico,Typica,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10.0,7.42,81.67,1400.0,Green,2013
Guatemala,Bourbon,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10.0,7.17,81.67,1752.6,Green,2012
Mexico,Typica,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,10.0,7.58,81.67,1650.0,Green,2012
Mexico,Bourbon,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10.0,7.08,81.67,1400.0,Green,2012
Mexico,Bourbon,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10.0,7.17,81.67,1200.0,Green,2012
Mexico,Bourbon,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10.0,7.42,81.67,1400.0,Green,2012
Mexico,Caturra,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,10.0,7.67,81.67,940.0,Green,2012
United States (Hawaii),Hawaiian Kona,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10.0,7.25,81.67,,Green,2012
Honduras,Catimor,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10.0,7.33,81.58,1200.0,Blue-Green,2018
Guatemala,Bourbon,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10.0,7.42,81.58,,Green,2017
Taiwan,Typica,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,7.25,81.58,800.0,Blue-Green,2016
Costa Rica,Caturra,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,7.25,81.58,13.0,Green,2015
"Tanzania, United Republic Of",Other,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,7.25,81.58,1800.0,Green,2014
Malawi,Gesha,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10.0,7.33,81.58,1100.0,Green,2014
Taiwan,Typica,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,9.33,7.0,81.58,850.0,,2014
Brazil,Yellow Bourbon,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,7.33,81.58,1260.0,Blue-Green,2013/2014
Guatemala,Bourbon,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10.0,7.17,81.58,1310.64,Green,2013
Mexico,Typica,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10.0,7.33,81.58,1400.0,Green,2013
Mexico,Marigojipe,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10.0,7.33,81.58,1600.0,,2012
Mexico,Typica,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,8.67,7.67,81.58,1650.0,,2012
Thailand,,,7.08,7.33,7.58,7.58,7.17,7.5,10.0,7.33,81.58,1499.9208,,2011
Thailand,,,7.33,7.33,7.17,7.5,7.58,7.33,10.0,7.33,81.58,,,2011
Costa Rica,,,7.25,7.17,7.33,7.33,7.5,7.75,10.0,7.25,81.58,1600.2,,
Guatemala,Bourbon,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,10.0,7.58,81.5,1219.2,Green,2017
Nicaragua,Caturra,Other,7.5,7.42,7.33,7.33,7.25,7.33,10.0,7.33,81.5,1100.0,Green,2017
Honduras,Caturra,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10.0,7.33,81.5,1400.0,Green,2017
Guatemala,Bourbon,,7.5,7.42,7.25,7.25,7.5,7.25,10.0,7.33,81.5,,Green,2017
Taiwan,Typica,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10.0,7.33,81.5,180.0,Green,2015
Myanmar,Catuai,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10.0,7.42,81.5,1219.2,Green,2015
Costa Rica,Caturra,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10.0,7.33,81.5,1200.0,Green,2014
Malawi,Gesha,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10.0,7.33,81.5,1599.0,Green,2014
Guatemala,Other,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10.0,7.17,81.5,1219.2,Green,2014
Taiwan,Typica,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,9.33,7.5,81.5,900.0,Blue-Green,2014
Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,7.75,81.5,1200.0,Green,2014
Haiti,Blue Mountain,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10.0,7.33,81.5,825.0,Bluish-Green,2013
Taiwan,Typica,Other,7.5,7.42,7.25,7.25,7.33,7.33,10.0,7.42,81.5,600.0,Green,2013/2014
Mexico,Typica,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10.0,7.25,81.5,1150.0,Green,2013
Mexico,Typica,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10.0,7.17,81.5,1600.0,Green,2012
Mexico,Catuai,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8.0,10.0,7.08,81.5,1100.0,Green,2012
Mexico,Typica,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10.0,7.25,81.5,1000.0,Green,2012
Mexico,Bourbon,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10.0,7.5,81.5,1250.0,Green,2012
Mexico,Typica,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,10.0,7.42,81.5,1100.0,Green,2012
Indonesia,Other,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10.0,7.17,81.5,1400.0,Green,2012
Brazil,Bourbon,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10.0,7.17,81.5,125.0,Blue-Green,2012
Guatemala,Bourbon,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10.0,7.42,81.5,,Green,2012
Colombia,,,7.42,7.42,7.17,7.42,7.42,7.33,10.0,7.33,81.5,1450.0,,Abril - Julio
United States (Hawaii),,,7.33,7.33,7.33,7.5,7.5,7.83,10.0,7.33,81.5,,,
Mexico,Mundo Novo,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10.0,7.25,81.42,1100.0,Green,2017
Guatemala,Catuai,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10.0,7.42,81.42,1371.6,Green,2016
Brazil,Catuai,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10.0,7.5,81.42,1100.0,Green,2015/2016
Honduras,Catuai,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10.0,7.25,81.42,1400.0,Green,2015
Taiwan,Typica,Washed / Wet,7.83,7.75,7.42,7.17,7.08,7.08,10.0,7.08,81.42,110.0,Green,2014
Malawi,Gesha,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10.0,7.42,81.42,1422.0,Bluish-Green,2014
Brazil,Bourbon,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10.0,7.42,81.42,1100.0,Green,2014/2015
Guatemala,Bourbon,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10.0,7.08,81.42,1550.0,Green,2014
Mexico,Typica,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10.0,7.33,81.42,1550.0,Green,2014
Peru,,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10.0,7.25,81.42,,Bluish-Green,2013
Guatemala,Bourbon,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10.0,7.08,81.42,1310.64,Green,2013
Mexico,Caturra,Washed / Wet,7.42,7.33,7.25,7.17,7.25,7.42,10.0,7.58,81.42,763.0,,2012
Mexico,Typica,Washed / Wet,7.42,7.42,7.25,7.25,7.5,7.33,10.0,7.25,81.42,1100.0,,2012
Colombia,Caturra,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10.0,7.17,81.42,1750.0,Green,2011
Colombia,,,7.75,7.33,7.42,7.0,7.33,7.25,10.0,7.33,81.42,1880.0,,4T72010
United States (Hawaii),Peaberry,,7.83,7.0,7.0,7.58,7.58,7.5,10.0,6.92,81.42,,,
Colombia,Caturra,Washed / Wet,7.5,7.33,7.33,7.17,7.33,7.42,10.0,7.25,81.33,,,2016
Honduras,Caturra,Washed / Wet,7.5,7.5,7.0,7.17,7.5,7.33,10.0,7.33,81.33,1500.0,Bluish-Green,2016 / 2017
Mexico,,,7.67,7.42,7.0,7.42,7.58,7.08,10.0,7.17,81.33,1130.0,Green,2016
Brazil,Catuai,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10.0,7.33,81.33,1100.0,Green,2015/2016
Honduras,Catuai,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10.0,7.42,81.33,1350.0,Green,2015
Brazil,Yellow Bourbon,Other,7.17,7.33,7.42,7.25,7.42,7.33,10.0,7.42,81.33,1200.0,Green,2014/2015
Philippines,Other,Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10.0,7.33,81.33,1400.0,Green,2014
Malawi,Gesha,Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10.0,7.25,81.33,1200.0,Green,2014
Honduras,Catuai,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10.0,7.33,81.33,1450.0,Green,2014
Mexico,Typica,Washed / Wet,7.58,7.42,7.25,7.33,7.25,7.25,10.0,7.25,81.33,1800.0,Green,2012
Mexico,Typica,Washed / Wet,7.33,7.25,7.17,7.42,7.58,7.33,10.0,7.25,81.33,1000.0,,2012
Brazil,Catuai,Natural / Dry,7.5,7.58,7.5,7.5,7.75,7.83,9.33,7.58,81.33,1100.0,Green,
Taiwan,Typica,Natural / Dry,7.83,7.75,7.67,7.83,7.83,7.75,10.0,5.25,81.25,680.0,Green,2015
Brazil,Yellow Bourbon,Natural / Dry,7.17,7.42,7.17,7.08,6.92,8.17,10.0,7.33,81.25,1.0,Green,2015/2016
Nicaragua,Catuai,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10.0,7.5,81.25,1100.0,Green,2015
Honduras,Catuai,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10.0,7.42,81.25,1400.0,Green,2015
Guatemala,Pacamara,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10.0,7.33,81.25,1700.0,Bluish-Green,2014
"Tanzania, United Republic Of",Other,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10.0,7.42,81.25,1700.0,Green,2014
Taiwan,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.25,7.25,10.0,7.25,81.25,650.0,Green,2013/2014
Guatemala,Caturra,Washed / Wet,7.5,7.33,7.5,7.58,7.0,7.25,10.0,7.08,81.25,1524.0,Green,2013
Mexico,Typica,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.42,10.0,7.5,81.25,1500.0,Green,2012
Nicaragua,,Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10.0,7.25,81.17,1200.0,Green,2016
"Tanzania, United Republic Of",Bourbon,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10.0,7.17,81.17,1050.0,Green,2015/2016
Mexico,Caturra,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,10.0,7.17,81.17,1200.0,Green,2015
Costa Rica,Caturra,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10.0,7.42,81.17,1300.0,Bluish-Green,2015
Honduras,Catuai,Natural / Dry,7.42,7.33,7.0,7.42,7.33,7.33,10.0,7.33,81.17,1450.0,Green,2015
Thailand,Caturra,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10.0,7.42,81.17,1450.0,Blue-Green,2014
Philippines,Typica,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10.0,7.25,81.17,1200.0,,2014
"Tanzania, United Republic Of",Bourbon,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10.0,7.33,81.17,1550.0,Bluish-Green,2014
Malawi,Caturra,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10.0,7.25,81.17,995.0,Green,2014
Costa Rica,Catuai,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10.0,7.25,81.17,1300.0,Green,2014
Brazil,Catuai,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10.0,7.17,81.17,,Green,2013
Mexico,Typica,Natural / Dry,7.42,7.25,7.08,7.75,7.42,7.17,10.0,7.08,81.17,1800.0,Green,2012
Guatemala,Caturra,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10.0,7.25,81.17,1450.0,Green,2012
Brazil,Mundo Novo,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10.0,7.08,81.17,1000.0,Green,2012
United States (Hawaii),,,7.25,7.75,7.67,7.67,7.42,7.67,10.0,7.75,81.17,,,
Ethiopia,,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,10.0,7.25,81.08,,,2016
Brazil,Mundo Novo,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,7.33,81.08,695.0,Green,2016
Nicaragua,Other,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10.0,7.0,81.08,1100.0,,2015
United States,Pache Comun,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10.0,7.17,81.08,1706.88,,2014
"Tanzania, United Republic Of",Other,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10.0,7.17,81.08,1456.0,Green,2014
Costa Rica,Caturra,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,7.17,81.08,1500.0,Green,2014
United States (Puerto Rico),Other,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,10.0,8.5,81.08,853.44,Green,2013
Mexico,Typica,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10.0,7.25,81.08,1650.0,,2012
Mexico,Typica,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10.0,7.08,81.08,1300.0,Green,2012
Mexico,Typica,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,7.25,81.08,1642.0,Green,2012
Mexico,Typica,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10.0,7.25,81.08,1200.0,Green,2012
United States (Hawaii),Hawaiian Kona,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,7.33,81.08,,Blue-Green,2012
Brazil,Bourbon,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10.0,7.33,81.0,,Green,
El Salvador,Bourbon,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,7.25,81.0,1450.0,Green,2017
Brazil,Yellow Bourbon,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,7.17,81.0,,Bluish-Green,2016 / 2017
Guatemala,Bourbon,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,7.25,81.0,3280.0,Green,2016
Colombia,Caturra,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,7.75,81.0,1600.0,Green,2016
Guatemala,Bourbon,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,7.25,81.0,1219.2,Green,2015
Taiwan,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,7.33,81.0,758.0,Bluish-Green,2015
Honduras,Caturra,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,7.33,81.0,1350.0,Green,2014
Brazil,Mundo Novo,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10.0,7.75,81.0,,Green,2014
"Tanzania, United Republic Of",Other,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,7.33,81.0,1525.0,Green,2014
Uganda,SL14,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,7.42,81.0,1700.0,Green,2013
Taiwan,Typica,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,7.25,81.0,1100.0,Green,2013/2014
Thailand,,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,7.17,81.0,800.0,Green,2012
Mexico,Other,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,7.25,81.0,950.0,Green,2012
Mexico,Typica,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,10.0,7.5,81.0,1100.0,Green,2012
Taiwan,Other,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,7.25,80.92,200.0,Blue-Green,2017
Guatemala,Bourbon,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,7.5,80.92,1901.0,Green,2017
Kenya,SL28,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,5.42,80.92,1600.0,Green,2017
Mexico,Bourbon,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,10.0,7.33,80.92,1100.0,Green,2017
Myanmar,Other,Other,7.17,7.42,7.0,7.58,7.33,7.0,10.0,7.42,80.92,1066.8,,2015
United States (Hawaii),Hawaiian Kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,7.25,80.92,,Bluish-Green,2014
"Tanzania, United Republic Of",Other,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,7.25,80.92,1700.0,Green,2014
Brazil,Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,7.25,80.92,1200.0,Green,2014/2015
Taiwan,Typica,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,6.75,80.92,550.0,Green,2014
Brazil,Bourbon,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,7.33,80.92,1100.0,,2014/2015
Nicaragua,Caturra,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,7.33,80.92,1050.0,Green,2013
Guatemala,Pacas,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,7.08,80.92,1524.0,Green,2014
Taiwan,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,7.25,80.92,900.0,,2013/2014
Taiwan,Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,7.17,80.92,688.0,Green,2013/2014
Taiwan,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,7.25,80.92,300.0,Green,2013/2014
Mexico,Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,7.0,80.92,1186.0,Green,2012
Thailand,Peaberry,,7.67,7.58,7.33,7.33,7.17,7.0,10.0,6.83,80.92,,,
Laos,Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,7.33,80.83,1300.0,Green,2016
Guatemala,Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,7.08,80.83,1200.0,Green,2013
Mexico,Catuai,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,7.33,80.83,1210.0,Green,2012
Mexico,Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,7.17,80.83,1100.0,Green,2012
Mexico,Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,7.25,80.83,100.0,Green,2012
United States (Hawaii),Hawaiian Kona,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,7.0,80.83,,Blue-Green,2012
Colombia,,,7.33,7.33,7.0,6.83,7.33,7.67,10.0,7.33,80.83,1800.0,,4T/2010
Brazil,,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,7.25,80.75,,Green,2015/2016
Myanmar,Catuai,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,7.17,80.75,3825.0,Green,2015
Guatemala,Caturra,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,7.17,80.75,1706.88,Green,2015
Nicaragua,Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,7.25,80.75,,Green,2015
Honduras,Caturra,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,7.08,80.75,1450.0,Green,2015
Panama,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,7.17,80.75,1680.0,Green,2014
Honduras,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,7.17,80.75,1350.0,Green,2015
Honduras,Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,7.0,80.75,1450.0,Green,2015
Costa Rica,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,7.25,80.75,1300.0,Green,2014
Mexico,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,10.0,7.5,80.75,1200.0,Green,2012
Haiti,Typica,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,7.25,80.75,1000.0,Green,2012
United States (Hawaii),Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,6.92,80.75,,Bluish-Green,2011
Taiwan,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,7.33,80.67,,Green,2016
Indonesia,Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,10.0,7.33,80.67,1350.0,Blue-Green,2015
Guatemala,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,7.0,80.67,1500.0,Green,2015/2016
Costa Rica,Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,10.0,8.0,80.67,185.0,Blue-Green,2015
Malawi,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,7.17,80.67,995.0,Bluish-Green,2014
Mexico,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,7.25,80.67,1200.0,Green,2014
Colombia,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,6.67,8.5,80.67,1550.0,,2014
Guatemala,Bourbon,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,7.33,80.67,1550.0,Green,2013
Guatemala,Bourbon,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,7.17,80.67,,Green,2012
Guatemala,Bourbon,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,7.33,80.67,,Green,2012
Colombia,,,7.17,7.25,7.08,7.42,7.08,7.42,10.0,7.25,80.67,,,
Brazil,,,7.33,7.25,7.33,7.08,7.58,7.25,10.0,7.42,80.58,,Green,2016
Nicaragua,,,7.08,7.5,7.0,7.25,7.42,7.0,10.0,7.33,80.58,,Green,2016
"Tanzania, United Republic Of",Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,7.25,80.58,1400.0,Bluish-Green,2014
Brazil,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,7.25,80.58,1200.0,Green,2014/2015
Honduras,Caturra,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,7.17,80.58,1400.0,Green,2014
